Gold label; Gold Positions; Gold liks; System Label; System Positions; Syste, links; System; URI Sent
the euro area;36-49; https://en.wikipedia.org/wiki/Eurozone ;euro area;40-49; https://en.wikipedia.org/wiki/Eurozone; TAGME; http://www.voxeurop.eu/en/2017/social-issues-5121271_sentence22#578,648
2017;131-135; https://en.wikipedia.org/wiki/2017 ;June 2017;126-135; https://en.wikipedia.org/wiki/2017; Babelfyr; http://www.voxeurop.eu/en/2017/social-issues-5121271_sentence23#649,785
the euro area;92-105; https://en.wikipedia.org/wiki/Eurozone ;euro area;96-105; https://en.wikipedia.org/wiki/Eurozone; Babelfyr; http://www.voxeurop.eu/en/2017/social-issues-5121271_sentence23#649,785
the euro area;92-105; https://en.wikipedia.org/wiki/Eurozone ;euro area;96-105; https://en.wikipedia.org/wiki/Eurozone; Babelfys; http://www.voxeurop.eu/en/2017/social-issues-5121271_sentence23#649,785
the euro area;92-105; https://en.wikipedia.org/wiki/Eurozone ;euro area;96-105; https://en.wikipedia.org/wiki/Eurozone; DBps; http://www.voxeurop.eu/en/2017/social-issues-5121271_sentence23#649,785
the euro area;92-105; https://en.wikipedia.org/wiki/Eurozone ;euro area;96-105; https://en.wikipedia.org/wiki/Eurozone; TAGME; http://www.voxeurop.eu/en/2017/social-issues-5121271_sentence23#649,785
2017;57-61; https://en.wikipedia.org/wiki/2017 ;June 2017;52-61; https://en.wikipedia.org/wiki/2017; Babelfyr; http://www.voxeurop.eu/en/2017/social-issues-5121271_sentence24#786,944
2017;71-75; https://en.wikipedia.org/wiki/2017 ;April 2017;65-75; https://en.wikipedia.org/wiki/2017; Babelfyr; http://www.voxeurop.eu/en/2017/social-issues-5121271_sentence25#945,1047
2016;170-174; https://en.wikipedia.org/wiki/2016 ;May 2016;166-174; https://en.wikipedia.org/wiki/2016; Babelfyr; http://www.voxeurop.eu/en/2017/social-issues-5121271_sentence26#1048,1251
2017;197-201; https://en.wikipedia.org/wiki/2017 ;May 2017;193-201; https://en.wikipedia.org/wiki/2017; Babelfyr; http://www.voxeurop.eu/en/2017/social-issues-5121271_sentence26#1048,1251
2017;113-117; https://en.wikipedia.org/wiki/2017 ;May 2017;109-117; https://en.wikipedia.org/wiki/2017; Babelfyr; http://www.voxeurop.eu/en/2017/social-issues-5121271_sentence28#1384,1541
2016;152-156; https://en.wikipedia.org/wiki/2016 ;June 2016;147-156; https://en.wikipedia.org/wiki/2016; Babelfyr; http://www.voxeurop.eu/en/2017/social-issues-5121271_sentence28#1384,1541
2017;25-29; https://en.wikipedia.org/wiki/2017 ;June 2017;20-29; https://en.wikipedia.org/wiki/2017; Babelfyr; http://www.voxeurop.eu/en/2017/social-issues-5121271_sentence28#1384,1541
François Hollande;74-91; https://en.wikipedia.org/wiki/François_Hollande ;Hollande;83-91; https://en.wikipedia.org/wiki/François_Hollande; Babelfyr; http://www.voxeurop.eu/en/content/cartoon/4894626-message-kiev_sentence31#160,312
Angela Merkel;56-69; https://en.wikipedia.org/wiki/Angela_Merkel ;Merkel;63-69; https://en.wikipedia.org/wiki/Angela_Merkel; Babelfyr; http://www.voxeurop.eu/en/content/cartoon/4894626-message-kiev_sentence31#160,312
François Hollande;74-91; https://en.wikipedia.org/wiki/François_Hollande ;Hollande;83-91; https://en.wikipedia.org/wiki/François_Hollande; Babelfys; http://www.voxeurop.eu/en/content/cartoon/4894626-message-kiev_sentence31#160,312
Angela Merkel;56-69; https://en.wikipedia.org/wiki/Angela_Merkel ;Merkel;63-69; https://en.wikipedia.org/wiki/Angela_Merkel; Babelfys; http://www.voxeurop.eu/en/content/cartoon/4894626-message-kiev_sentence31#160,312
Muammar Gaddafi;106-121; https://en.wikipedia.org/wiki/Muammar_Gaddafi ;Gaddafi;114-121; https://en.wikipedia.org/wiki/Muammar_Gaddafi; Babelfyr; http://www.voxeurop.eu/en/content/cartoon/4899427-claws-terror_sentence37#424,710
Muammar Gaddafi;106-121; https://en.wikipedia.org/wiki/Muammar_Gaddafi ;Gaddafi;114-121; https://en.wikipedia.org/wiki/Muammar_Gaddafi; Babelfys; http://www.voxeurop.eu/en/content/cartoon/4899427-claws-terror_sentence37#424,710
Alexis Tsipras;21-35; https://en.wikipedia.org/wiki/Alexis_Tsipras ;Tsipras;28-35; https://en.wikipedia.org/wiki/Alexis_Tsipras; Babelfyr; http://www.voxeurop.eu/en/content/cartoon/4916908-insert-coin_sentence38#0,82
Alexis Tsipras;21-35; https://en.wikipedia.org/wiki/Alexis_Tsipras ;Tsipras;28-35; https://en.wikipedia.org/wiki/Alexis_Tsipras; Babelfys; http://www.voxeurop.eu/en/content/cartoon/4916908-insert-coin_sentence38#0,82
aid;71-74; https://en.wikipedia.org/wiki/Aid ;financial aid;61-74; https://en.wikipedia.org/wiki/Aid; Babelfyr; http://www.voxeurop.eu/en/content/cartoon/4916908-insert-coin_sentence40#284,585
girl;73-77; https://en.wikipedia.org/wiki/Girl ;little girl;66-77; https://en.wikipedia.org/wiki/Girl; TAGME; http://www.voxeurop.eu/en/content/cartoon/4994860-old-europe_sentence45#268,392
president;49-58; https://en.wikipedia.org/wiki/President ;Council president;41-58; https://en.wikipedia.org/wiki/President; Babelfyr; http://www.voxeurop.eu/en/content/cartoon/5047038-comfortably-numb_sentence48#0,228
Gazeta Wyborcza;38-53; https://en.wikipedia.org/wiki/Gazeta_Wyborcza ;Wyborcza;45-53; https://en.wikipedia.org/wiki/Gazeta_Wyborcza; Babelfyr; http://www.voxeurop.eu/en/content/news-brief/431181-muzzled-voice-cuba_sentence53#23,159
Gazeta Wyborcza;38-53; https://en.wikipedia.org/wiki/Gazeta_Wyborcza ;Wyborcza;45-53; https://en.wikipedia.org/wiki/Gazeta_Wyborcza; Babelfys; http://www.voxeurop.eu/en/content/news-brief/431181-muzzled-voice-cuba_sentence53#23,159
the Cuban flag;30-44; https://en.wikipedia.org/wiki/Flag_of_Cuba ;Cuban flag;34-44; https://en.wikipedia.org/wiki/Flag_of_Cuba; Babelfyr; http://www.voxeurop.eu/en/content/news-brief/431181-muzzled-voice-cuba_sentence55#289,366
the Cuban flag;30-44; https://en.wikipedia.org/wiki/Flag_of_Cuba ;Cuban flag;34-44; https://en.wikipedia.org/wiki/Flag_of_Cuba; Babelfys; http://www.voxeurop.eu/en/content/news-brief/431181-muzzled-voice-cuba_sentence55#289,366
the Cuban flag;30-44; https://en.wikipedia.org/wiki/Flag_of_Cuba ;Cuban flag;34-44; https://en.wikipedia.org/wiki/Flag_of_Cuba; DBps; http://www.voxeurop.eu/en/content/news-brief/431181-muzzled-voice-cuba_sentence55#289,366
the Cuban flag;30-44; https://en.wikipedia.org/wiki/Flag_of_Cuba ;Cuban flag;34-44; https://en.wikipedia.org/wiki/Flag_of_Cuba; TAGME; http://www.voxeurop.eu/en/content/news-brief/431181-muzzled-voice-cuba_sentence55#289,366
Organizations;2-15; https://en.wikipedia.org/wiki/Organization ;“Organizations;1-15; https://en.wikipedia.org/wiki/Organization; FREMENER; http://www.voxeurop.eu/en/content/news-brief/4853915-silent-revolution-ttip_sentence58#35,196
Atlantic ocean;187-201; https://en.wikipedia.org/wiki/Atlantic_Ocean ;Atlantic;187-195; https://en.wikipedia.org/wiki/Atlantic_Ocean; Babelfyr; http://www.voxeurop.eu/en/content/news-brief/4853915-silent-revolution-ttip_sentence59#197,521
Partnership;39-50; https://en.wikipedia.org/wiki/Partnership ;Investment Partnership;28-50; https://en.wikipedia.org/wiki/Partnership; Babelfyr; http://www.voxeurop.eu/en/content/news-brief/4853915-silent-revolution-ttip_sentence59#197,521
Atlantic ocean;187-201; https://en.wikipedia.org/wiki/Atlantic_Ocean ;Atlantic;187-195; https://en.wikipedia.org/wiki/Atlantic_Ocean; Babelfys; http://www.voxeurop.eu/en/content/news-brief/4853915-silent-revolution-ttip_sentence59#197,521
Transatlantic Trade and Investment Partnership;4-50; https://en.wikipedia.org/wiki/Transatlantic_Trade_and_Investment_Partnership ;Transatlantic;4-17; https://en.wikipedia.org/wiki/Transatlantic_Trade_and_Investment_Partnership; DBps; http://www.voxeurop.eu/en/content/news-brief/4853915-silent-revolution-ttip_sentence59#197,521
Transatlantic Trade and Investment Partnership;4-50; https://en.wikipedia.org/wiki/Transatlantic_Trade_and_Investment_Partnership ;Transatlantic Trade;4-23; https://en.wikipedia.org/wiki/Transatlantic_Trade_and_Investment_Partnership; FREMENER; http://www.voxeurop.eu/en/content/news-brief/4853915-silent-revolution-ttip_sentence59#197,521
Atlantic ocean;187-201; https://en.wikipedia.org/wiki/Atlantic_Ocean ;Atlantic;187-195; https://en.wikipedia.org/wiki/Atlantic_Ocean; FREMENER; http://www.voxeurop.eu/en/content/news-brief/4853915-silent-revolution-ttip_sentence59#197,521
harmonise laws;151-165; https://en.wikipedia.org/wiki/Harmonisation_of_law ;harmonise;151-160; https://en.wikipedia.org/wiki/Harmonisation_of_law; TAGME; http://www.voxeurop.eu/en/content/news-brief/4853915-silent-revolution-ttip_sentence59#197,521
Gazeta Wyborcza;79-94; https://en.wikipedia.org/wiki/Gazeta_Wyborcza ;Wyborcza;86-94; https://en.wikipedia.org/wiki/Gazeta_Wyborcza; Babelfyr; http://www.voxeurop.eu/en/content/news-brief/4862831-what-s-ahead-donald-tusk_sentence62#30,216
Gazeta Wyborcza;79-94; https://en.wikipedia.org/wiki/Gazeta_Wyborcza ;Wyborcza;86-94; https://en.wikipedia.org/wiki/Gazeta_Wyborcza; Babelfys; http://www.voxeurop.eu/en/content/news-brief/4862831-what-s-ahead-donald-tusk_sentence62#30,216
term;112-116; https://en.wikipedia.org/wiki/Term_(time) ;long term;107-116; https://en.wikipedia.org/wiki/Term_(time); Babelfyr; http://www.voxeurop.eu/en/content/news-brief/4862831-what-s-ahead-donald-tusk_sentence65#451,588
term;112-116; https://en.wikipedia.org/wiki/Term_(time) ;long term;107-116; https://en.wikipedia.org/wiki/Term_(time); TAGME; http://www.voxeurop.eu/en/content/news-brief/4862831-what-s-ahead-donald-tusk_sentence65#451,588
austerity;167-176; https://en.wikipedia.org/wiki/Austerity ;austerity measures;167-185; https://en.wikipedia.org/wiki/Austerity; Babelfyr; http://www.voxeurop.eu/en/content/news-brief/4862831-what-s-ahead-donald-tusk_sentence68#808,1017
austerity;167-176; https://en.wikipedia.org/wiki/Austerity ;austerity measures;167-185; https://en.wikipedia.org/wiki/Austerity; TAGME; http://www.voxeurop.eu/en/content/news-brief/4862831-what-s-ahead-donald-tusk_sentence68#808,1017
Gazeta Wyborcza;3-18; https://en.wikipedia.org/wiki/Gazeta_Wyborcza ;Wyborcza;10-18; https://en.wikipedia.org/wiki/Gazeta_Wyborcza; Babelfyr; http://www.voxeurop.eu/en/content/news-brief/4862831-what-s-ahead-donald-tusk_sentence69#1018,1167
Van Rompuy;96-106; https://en.wikipedia.org/wiki/Herman_Van_Rompuy ;Rompuy;100-106; https://en.wikipedia.org/wiki/Herman_Van_Rompuy; Babelfyr; http://www.voxeurop.eu/en/content/news-brief/4862831-what-s-ahead-donald-tusk_sentence69#1018,1167
Gazeta Wyborcza;3-18; https://en.wikipedia.org/wiki/Gazeta_Wyborcza ;Wyborcza;10-18; https://en.wikipedia.org/wiki/Gazeta_Wyborcza; Babelfys; http://www.voxeurop.eu/en/content/news-brief/4862831-what-s-ahead-donald-tusk_sentence69#1018,1167
Van Rompuy;96-106; https://en.wikipedia.org/wiki/Herman_Van_Rompuy ;Rompuy;100-106; https://en.wikipedia.org/wiki/Herman_Van_Rompuy; Babelfys; http://www.voxeurop.eu/en/content/news-brief/4862831-what-s-ahead-donald-tusk_sentence69#1018,1167
Van Rompuy;96-106; https://en.wikipedia.org/wiki/Herman_Van_Rompuy ;Rompuy;100-106; https://en.wikipedia.org/wiki/Herman_Van_Rompuy; TAGME; http://www.voxeurop.eu/en/content/news-brief/4862831-what-s-ahead-donald-tusk_sentence69#1018,1167
Alexis Tsipras;34-48; https://en.wikipedia.org/wiki/Alexis_Tsipras ;Tsipras;41-48; https://en.wikipedia.org/wiki/Alexis_Tsipras; Babelfyr; http://www.voxeurop.eu/en/content/news-brief/4888809-tsipras-exposes-european-president-tusk_sentence75#58,223
De Standaard;152-164; https://en.wikipedia.org/wiki/De_Standaard ;Standaard;155-164; https://en.wikipedia.org/wiki/De_Standaard; Babelfyr; http://www.voxeurop.eu/en/content/news-brief/4888809-tsipras-exposes-european-president-tusk_sentence75#58,223
Alexis Tsipras;34-48; https://en.wikipedia.org/wiki/Alexis_Tsipras ;Tsipras;41-48; https://en.wikipedia.org/wiki/Alexis_Tsipras; Babelfys; http://www.voxeurop.eu/en/content/news-brief/4888809-tsipras-exposes-european-president-tusk_sentence75#58,223
De Standaard;152-164; https://en.wikipedia.org/wiki/De_Standaard ;Standaard;155-164; https://en.wikipedia.org/wiki/De_Standaard; Babelfys; http://www.voxeurop.eu/en/content/news-brief/4888809-tsipras-exposes-european-president-tusk_sentence75#58,223
months;90-96; https://en.wikipedia.org/wiki/Month ;months of the year;90-108; https://en.wikipedia.org/wiki/Month; Babelfyr; http://www.voxeurop.eu/en/content/news-brief/4982288-map-asylum-seekers-europe_sentence80#36,145
months;90-96; https://en.wikipedia.org/wiki/Month ;months of the year;90-108; https://en.wikipedia.org/wiki/Month; TAGME; http://www.voxeurop.eu/en/content/news-brief/4982288-map-asylum-seekers-europe_sentence80#36,145
Bosnia Herzegovina;44-62; https://en.wikipedia.org/wiki/Bosnia_and_Herzegovina ;Bosnia;44-50; https://en.wikipedia.org/wiki/Bosnia_and_Herzegovina; DBps; http://www.voxeurop.eu/en/content/news-brief/5012914-map-showing-european-jihadists-countries-origin_sentence90#413,592
Western European;6-22; https://en.wikipedia.org/wiki/Western_Europe ;Western European countries;6-32; https://en.wikipedia.org/wiki/Western_Europe; TAGME; http://www.voxeurop.eu/en/content/news-brief/5012914-map-showing-european-jihadists-countries-origin_sentence91#593,723
Geert Wilders;74-87; https://en.wikipedia.org/wiki/Geert_Wilders ;Wilders;80-87; https://en.wikipedia.org/wiki/Geert_Wilders; FREMENER; http://www.voxeurop.eu/en/content/cartoon/5114856-new-trend_sentence93#159,441
Isle of Wight;4-17; https://en.wikipedia.org/wiki/Isle_of_Wight ;Wight;12-17; https://en.wikipedia.org/wiki/Isle_of_Wight; Babelfyr; http://www.mpi-inf.mpg.de/yago-naga/aida/download/KORE50.tar.gz/AIDA.tsv_sentence18#1484,1613
Isle of Wight;4-17; https://en.wikipedia.org/wiki/Isle_of_Wight ;Wight;12-17; https://en.wikipedia.org/wiki/Isle_of_Wight; Babelfys; http://www.mpi-inf.mpg.de/yago-naga/aida/download/KORE50.tar.gz/AIDA.tsv_sentence18#1484,1613
Windows;81-88; https://en.wikipedia.org/wiki/Microsoft_Windows ;Windows operating system;81-105; https://en.wikipedia.org/wiki/Microsoft_Windows; Babelfyr; http://www.mpi-inf.mpg.de/yago-naga/aida/download/KORE50.tar.gz/AIDA.tsv_sentence21#1808,1914
home;27-31; https://en.wikipedia.org/wiki/Home_(sports) ;home matches;27-39; https://en.wikipedia.org/wiki/Home_(sports); Babelfyr; http://www.mpi-inf.mpg.de/yago-naga/aida/download/KORE50.tar.gz/AIDA.tsv_sentence31#2759,2815
The Times;12-21; https://en.wikipedia.org/wiki/The_Times ;Times;16-21; https://en.wikipedia.org/wiki/The_Times; TAGME; http://www.mpi-inf.mpg.de/yago-naga/aida/download/KORE50.tar.gz/AIDA.tsv_sentence41#3223,3299
The Sun;0-7; https://en.wikipedia.org/wiki/The_Sun_(United_Kingdom) ;Sun;4-7; https://en.wikipedia.org/wiki/The_Sun_(United_Kingdom); TAGME; http://www.mpi-inf.mpg.de/yago-naga/aida/download/KORE50.tar.gz/AIDA.tsv_sentence41#3223,3299
Moon;35-39; https://en.wikipedia.org/wiki/Moon ;the Moon;31-39; https://en.wikipedia.org/wiki/Moon; FREMENER; http://www.mpi-inf.mpg.de/yago-naga/aida/download/KORE50.tar.gz/AIDA.tsv_sentence45#3488,3528
Scud;139-143; https://en.wikipedia.org/wiki/Scud ;Scud missile;139-151; https://en.wikipedia.org/wiki/Scud; Babelfyr; http://ace2004/dataset/20000715_AFP_ARB.0072.eng_sentence5#1122,1274
Scud;139-143; https://en.wikipedia.org/wiki/Scud ;Scud missile;139-151; https://en.wikipedia.org/wiki/Scud; DBps; http://ace2004/dataset/20000715_AFP_ARB.0072.eng_sentence5#1122,1274
Scud;139-143; https://en.wikipedia.org/wiki/Scud ;Scud missile;139-151; https://en.wikipedia.org/wiki/Scud; TAGME; http://ace2004/dataset/20000715_AFP_ARB.0072.eng_sentence5#1122,1274
terrorist;134-143; https://en.wikipedia.org/wiki/Terrorism ;terrorist activities;134-154; https://en.wikipedia.org/wiki/Terrorism; Babelfyr; http://ace2004/dataset/20000715_AFP_ARB.0072.eng_sentence6#1275,1509
terrorist;134-143; https://en.wikipedia.org/wiki/Terrorism ;terrorist activities;134-154; https://en.wikipedia.org/wiki/Terrorism; TAGME; http://ace2004/dataset/20000715_AFP_ARB.0072.eng_sentence6#1275,1509
The Iranian army;0-16; https://en.wikipedia.org/wiki/Islamic_Republic_of_Iran_Army ;Iranian army;4-16; https://en.wikipedia.org/wiki/Islamic_Republic_of_Iran_Army; Babelfyr; http://ace2004/dataset/20000715_AFP_ARB.0072.eng_sentence10#2037,2162
The Iranian army;0-16; https://en.wikipedia.org/wiki/Islamic_Republic_of_Iran_Army ;Iranian army;4-16; https://en.wikipedia.org/wiki/Islamic_Republic_of_Iran_Army; Babelfys; http://ace2004/dataset/20000715_AFP_ARB.0072.eng_sentence10#2037,2162
The Iranian army;0-16; https://en.wikipedia.org/wiki/Islamic_Republic_of_Iran_Army ;Iranian army;4-16; https://en.wikipedia.org/wiki/Islamic_Republic_of_Iran_Army; FREMENER; http://ace2004/dataset/20000715_AFP_ARB.0072.eng_sentence10#2037,2162
The Iranian army;0-16; https://en.wikipedia.org/wiki/Islamic_Republic_of_Iran_Army ;Iranian army;4-16; https://en.wikipedia.org/wiki/Islamic_Republic_of_Iran_Army; TAGME; http://ace2004/dataset/20000715_AFP_ARB.0072.eng_sentence10#2037,2162
1998;8-12; https://en.wikipedia.org/wiki/1998 ;July 1998;3-12; https://en.wikipedia.org/wiki/1998; Babelfyr; http://ace2004/dataset/20000715_AFP_ARB.0072.eng_sentence12#2339,2398
peacekeeping;59-71; https://en.wikipedia.org/wiki/Peacekeeping ;peacekeeping force;59-77; https://en.wikipedia.org/wiki/Peacekeeping; Babelfyr; http://ace2004/dataset/20000815_AFP_ARB.0071.eng_sentence14#0,241
burial;80-86; https://en.wikipedia.org/wiki/Burial ;burial site;80-91; https://en.wikipedia.org/wiki/Burial; TAGME; http://ace2004/dataset/20000815_AFP_ARB.0071.eng_sentence19#1031,1175
Rabbi Ashi;86-96; https://en.wikipedia.org/wiki/Rav_Ashi ;Ashi;92-96; https://en.wikipedia.org/wiki/Rav_Ashi; Babelfyr; http://ace2004/dataset/20000815_AFP_ARB.0071.eng_sentence20#1176,1304
Rabbi Ashi;86-96; https://en.wikipedia.org/wiki/Rav_Ashi ;Ashi;92-96; https://en.wikipedia.org/wiki/Rav_Ashi; Babelfys; http://ace2004/dataset/20000815_AFP_ARB.0071.eng_sentence20#1176,1304
Rabbi Ashi;86-96; https://en.wikipedia.org/wiki/Rav_Ashi ;Ashi;92-96; https://en.wikipedia.org/wiki/Rav_Ashi; TAGME; http://ace2004/dataset/20000815_AFP_ARB.0071.eng_sentence20#1176,1304
The Israeli army;0-16; https://en.wikipedia.org/wiki/Israel_Defense_Forces ;Israeli army;4-16; https://en.wikipedia.org/wiki/Israel_Defense_Forces; Babelfyr; http://ace2004/dataset/20000815_AFP_ARB.0071.eng_sentence21#1305,1425
The Israeli army;0-16; https://en.wikipedia.org/wiki/Israel_Defense_Forces ;Israeli army;4-16; https://en.wikipedia.org/wiki/Israel_Defense_Forces; DBps; http://ace2004/dataset/20000815_AFP_ARB.0071.eng_sentence21#1305,1425
The Israeli army;0-16; https://en.wikipedia.org/wiki/Israel_Defense_Forces ;Israeli army;4-16; https://en.wikipedia.org/wiki/Israel_Defense_Forces; FREMENER; http://ace2004/dataset/20000815_AFP_ARB.0071.eng_sentence21#1305,1425
The Israeli army;0-16; https://en.wikipedia.org/wiki/Israel_Defense_Forces ;Israeli army;4-16; https://en.wikipedia.org/wiki/Israel_Defense_Forces; TAGME; http://ace2004/dataset/20000815_AFP_ARB.0071.eng_sentence21#1305,1425
Wadi Marjayoun;60-74; https://en.wikipedia.org/wiki/Marjayoun ;Marjayoun;65-74; https://en.wikipedia.org/wiki/Marjayoun; DBps; http://ace2004/dataset/20000815_AFP_ARB.0071.eng_sentence22#1426,1723
Wadi Marjayoun;60-74; https://en.wikipedia.org/wiki/Marjayoun ;Marjayoun;65-74; https://en.wikipedia.org/wiki/Marjayoun; TAGME; http://ace2004/dataset/20000815_AFP_ARB.0071.eng_sentence22#1426,1723
Saudi Arabia;31-43; https://en.wikipedia.org/wiki/Saudi_Arabia ;Saudi;31-36; https://en.wikipedia.org/wiki/Saudi_Arabia; Babelfyr; http://ace2004/dataset/20001015_AFP_ARB.0053.eng_sentence25#333,688
Saudi Arabia;31-43; https://en.wikipedia.org/wiki/Saudi_Arabia ;Saudi;31-36; https://en.wikipedia.org/wiki/Saudi_Arabia; Babelfys; http://ace2004/dataset/20001015_AFP_ARB.0053.eng_sentence25#333,688
telephone call;5-19; https://en.wikipedia.org/wiki/Telephone_call ;call;15-19; https://en.wikipedia.org/wiki/Telephone_call; Babelfyr; http://ace2004/dataset/20001015_AFP_ARB.0053.eng_sentence27#862,1003
Gulf;59-63; https://en.wikipedia.org/wiki/Persian_Gulf ;Gulf region;59-70; https://en.wikipedia.org/wiki/Persian_Gulf; Babelfyr; http://ace2004/dataset/20001015_AFP_ARB.0053.eng_sentence30#1379,1707
Gulf;59-63; https://en.wikipedia.org/wiki/Persian_Gulf ;Gulf region;59-70; https://en.wikipedia.org/wiki/Persian_Gulf; Babelfys; http://ace2004/dataset/20001015_AFP_ARB.0053.eng_sentence30#1379,1707
Gulf;59-63; https://en.wikipedia.org/wiki/Persian_Gulf ;Gulf region;59-70; https://en.wikipedia.org/wiki/Persian_Gulf; TAGME; http://ace2004/dataset/20001015_AFP_ARB.0053.eng_sentence30#1379,1707
Bill Clinton;56-68; https://en.wikipedia.org/wiki/Bill_Clinton ;President Bill Clinton;46-68; https://en.wikipedia.org/wiki/Bill_Clinton; Babelfyr; http://ace2004/dataset/20001115_AFP_ARB.0013.eng_sentence34#0,350
Bill Clinton;56-68; https://en.wikipedia.org/wiki/Bill_Clinton ;President Bill Clinton;46-68; https://en.wikipedia.org/wiki/Bill_Clinton; Babelfys; http://ace2004/dataset/20001115_AFP_ARB.0013.eng_sentence34#0,350
Asia-Pacific Economic Cooperation;60-93; https://en.wikipedia.org/wiki/Asia-Pacific_Economic_Cooperation ;Asia-Pacific Economic Cooperation forum;60-99; https://en.wikipedia.org/wiki/Asia-Pacific_Economic_Cooperation; Babelfyr; http://ace2004/dataset/20001115_AFP_ARB.0013.eng_sentence35#351,844
Al Gore;154-161; https://en.wikipedia.org/wiki/Al_Gore ;Gore;157-161; https://en.wikipedia.org/wiki/Al_Gore; Babelfyr; http://ace2004/dataset/20001115_AFP_ARB.0013.eng_sentence35#351,844
George Bush;175-186; https://en.wikipedia.org/wiki/George_W._Bush ;Bush;182-186; https://en.wikipedia.org/wiki/George_W._Bush; Babelfyr; http://ace2004/dataset/20001115_AFP_ARB.0013.eng_sentence35#351,844
Asia-Pacific Economic Cooperation;60-93; https://en.wikipedia.org/wiki/Asia-Pacific_Economic_Cooperation ;Asia-Pacific Economic Cooperation forum;60-99; https://en.wikipedia.org/wiki/Asia-Pacific_Economic_Cooperation; Babelfys; http://ace2004/dataset/20001115_AFP_ARB.0013.eng_sentence35#351,844
Al Gore;154-161; https://en.wikipedia.org/wiki/Al_Gore ;Gore;157-161; https://en.wikipedia.org/wiki/Al_Gore; Babelfys; http://ace2004/dataset/20001115_AFP_ARB.0013.eng_sentence35#351,844
George Bush;175-186; https://en.wikipedia.org/wiki/George_W._Bush ;Bush;182-186; https://en.wikipedia.org/wiki/George_W._Bush; Babelfys; http://ace2004/dataset/20001115_AFP_ARB.0013.eng_sentence35#351,844
